,Age,Salary,Children,AmountSpent,Gender_Female,Gender_Male,OwnHome_Own,OwnHome_Rent,Married_Married,Married_Single,Location_Close,Location_Far,History_High,History_Low,History_Medium,Catalogs_6,Catalogs_12,Catalogs_18,Catalogs_24
320,Young,22000,1,472,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
321,Middle,96700,2,1231,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
322,Middle,40200,1,881,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
323,Old,26800,0,435,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
324,Young,16700,2,108,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
325,Young,40900,2,576,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
326,Young,41500,3,1314,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
327,Young,20900,0,296,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
328,Young,69700,2,584,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
329,Middle,61800,0,1156,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
330,Middle,102500,1,2464,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
331,Middle,48900,3,915,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
332,Middle,60300,0,2091,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
333,Young,41600,0,1690,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
334,Middle,73700,1,1274,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
335,Young,27000,1,1012,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
336,Middle,43700,0,950,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
337,Young,10200,2,333,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
338,Middle,63300,2,679,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
339,Young,33200,2,607,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
340,Old,78800,0,3398,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
341,Middle,82500,0,859,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
342,Middle,80800,2,2444,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
343,Middle,88100,2,1078,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
344,Middle,124800,3,2537,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
345,Young,31900,0,616,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
346,Middle,53300,3,508,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
347,Old,15400,0,297,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
348,Middle,70200,0,1583,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
349,Young,23000,3,79,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
350,Middle,82400,2,657,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
351,Middle,97900,0,2149,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
352,Old,88400,0,3632,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
353,Middle,86900,0,2230,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
354,Middle,45100,1,448,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
355,Middle,41800,3,301,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
356,Old,74800,0,1968,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
357,Middle,73000,1,490,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
358,Middle,118500,1,3063,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
359,Middle,65300,3,193,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
360,Middle,66300,2,544,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
361,Middle,103900,1,2666,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
362,Middle,71900,0,1846,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
363,Middle,86100,1,1255,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
364,Middle,96300,1,1081,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
365,Young,10200,3,199,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
366,Middle,96300,2,3916,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
367,Old,24000,1,357,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
368,Middle,46700,0,983,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
369,Middle,53700,2,1194,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
370,Middle,108300,2,2224,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
371,Young,12100,1,90,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
372,Young,36600,0,587,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
373,Old,66300,0,1088,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
374,Young,33400,1,617,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
375,Middle,70000,1,1227,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
376,Middle,47900,1,662,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1
377,Middle,40500,2,622,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
378,Old,69100,0,1477,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
379,Young,13300,1,236,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
380,Middle,75800,1,1830,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
381,Middle,48600,0,1583,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
382,Old,39600,0,610,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
383,Young,11700,0,193,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
384,Young,52600,1,1052,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
385,Young,14600,3,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
386,Old,123000,0,3671,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
387,Old,64600,0,2206,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
388,Middle,34600,2,748,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
389,Middle,74500,0,1481,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
390,Old,56600,0,1607,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
391,Old,37000,1,632,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
392,Young,18400,1,303,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
393,Young,25000,0,264,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
394,Middle,61400,1,1575,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
395,Middle,76400,2,881,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
396,Young,55100,0,1439,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
397,Old,22800,0,452,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
398,Old,10100,1,93,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
399,Young,17800,0,292,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
400,Middle,59100,1,1426,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
401,Young,19700,2,330,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
402,Middle,73800,0,3120,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
403,Middle,113300,1,5151,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
404,Middle,118400,2,3941,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
405,Middle,92300,1,2141,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
406,Young,11200,0,106,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
407,Young,30100,0,530,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
408,Middle,43500,1,500,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
409,Middle,97500,0,2837,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
410,Old,54600,0,1246,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
411,Middle,42500,1,798,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
412,Middle,82800,0,1544,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0
413,Old,62300,0,2644,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
414,Young,21900,2,192,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
415,Middle,35600,3,865,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
416,Middle,96900,0,1159,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
417,Young,36900,1,1480,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
418,Middle,93500,1,1426,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
419,Middle,97300,1,3048,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
420,Young,21900,0,276,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
421,Middle,63000,0,1910,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
422,Young,11500,3,157,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
423,Middle,44600,2,236,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0
424,Young,21900,1,576,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
425,Middle,45100,1,794,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
426,Old,74900,0,1474,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
427,Young,14200,0,250,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
428,Young,23200,2,788,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
429,Old,73300,0,1694,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
430,Old,41300,0,1985,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
431,Old,32700,0,1252,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
432,Old,35200,0,827,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
433,Young,13100,0,314,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
434,Middle,97400,1,880,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
435,Young,23100,2,466,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
436,Middle,49200,3,210,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
437,Middle,45000,1,902,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
438,Middle,87200,0,1274,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
439,Middle,49900,1,1631,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
440,Middle,66900,0,1220,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
441,Middle,47600,1,801,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
442,Middle,47900,0,1090,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
443,Middle,59400,0,1699,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
444,Middle,32700,2,273,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
445,Middle,34200,1,523,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
446,Middle,96600,0,1437,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
447,Middle,126300,1,1888,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
448,Young,31600,1,476,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
449,Middle,108100,3,2632,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
450,Middle,43300,3,326,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
451,Old,17900,0,446,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0
452,Middle,50100,1,1071,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
453,Old,74700,0,1699,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
454,Old,60000,0,966,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
455,Young,33400,0,567,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
456,Middle,68800,0,1658,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
457,Middle,25700,2,173,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
458,Middle,83700,0,3344,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
459,Middle,50500,0,1029,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
460,Young,17300,0,345,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
461,Middle,45800,0,712,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
462,Old,108900,0,1841,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
463,Middle,60500,2,409,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
464,Old,84100,0,2710,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
465,Young,25100,0,592,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
466,Middle,69900,1,2101,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
467,Middle,97100,0,1473,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
468,Middle,72200,2,715,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
469,Old,78900,0,2233,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
470,Middle,62500,3,921,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
471,Young,17800,1,216,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
472,Middle,105500,1,1781,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
473,Middle,46100,2,418,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
474,Young,27100,1,268,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
475,Young,60300,1,1252,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
476,Young,12000,0,140,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
477,Middle,48400,0,992,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
478,Middle,45600,0,1388,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
479,Middle,35200,2,233,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
480,Middle,60200,0,2304,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
481,Middle,53900,1,2177,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
482,Middle,70400,2,1127,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
483,Young,36900,0,721,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
484,Old,36100,0,438,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
485,Young,11000,2,393,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
486,Middle,61600,0,1666,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
487,Middle,88700,1,2448,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
488,Middle,88600,1,2563,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
489,Middle,79500,0,1763,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
490,Young,18900,1,184,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
491,Old,17300,0,166,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
492,Middle,81400,2,1014,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
493,Young,36500,0,1140,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
494,Middle,43300,1,1021,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
495,Middle,76700,1,1431,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
496,Middle,123000,1,5878,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
497,Middle,56300,3,321,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
498,Middle,70000,0,1974,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
499,Middle,48100,0,1640,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
500,Young,79400,0,1175,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
501,Middle,63700,3,364,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
502,Young,21200,0,417,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
503,Middle,53900,0,1060,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
504,Old,118800,0,2176,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
505,Middle,79400,3,200,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
506,Old,20400,0,513,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
507,Middle,52400,0,857,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
508,Old,17600,0,224,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
509,Young,23500,0,371,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
510,Young,56900,2,687,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
511,Middle,95100,2,809,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
512,Middle,119800,2,2090,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
513,Old,58700,0,1479,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
514,Middle,76700,2,534,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
515,Middle,67600,1,1172,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
516,Middle,61500,2,968,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
517,Old,72900,0,753,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
518,Old,21200,0,242,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
519,Old,32400,1,515,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
520,Middle,62200,3,2119,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
521,Old,24400,0,491,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
522,Middle,66500,3,286,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
523,Old,72200,0,3069,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
524,Young,16900,2,281,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
525,Young,56300,0,1608,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
526,Old,22000,0,736,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
527,Young,18800,2,170,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
528,Young,26600,2,245,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
529,Middle,72100,0,3052,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
530,Middle,55600,0,1786,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
531,Young,14600,3,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
532,Old,45900,0,1645,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
533,Young,15100,0,274,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
534,Middle,140700,3,1001,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
535,Middle,90300,0,1944,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
536,Old,95900,0,2585,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
537,Young,20800,0,260,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
538,Middle,98400,0,1414,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
539,Young,15000,2,341,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
540,Young,17700,1,268,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
541,Middle,102400,1,1237,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
542,Young,17800,1,589,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
543,Young,13800,1,368,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
544,Middle,50500,1,940,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
545,Middle,42000,3,232,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
546,Middle,95800,3,678,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
547,Young,15200,0,324,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
548,Young,15800,2,147,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
549,Old,51400,0,694,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
550,Old,38200,0,526,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
551,Middle,39900,1,586,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0
552,Young,21600,2,491,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
553,Old,65900,0,1436,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
554,Middle,97500,1,1280,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
555,Middle,63000,0,2107,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
556,Young,31900,0,860,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
557,Middle,45500,1,1624,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
558,Old,12800,0,230,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
559,Old,12600,2,164,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
560,Middle,50700,3,157,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
561,Young,17900,3,62,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
562,Young,14400,1,223,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
563,Old,23800,0,438,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
564,Middle,84700,3,2705,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
565,Middle,36900,1,371,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
566,Old,20600,0,201,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
567,Young,41500,0,1213,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
568,Middle,83100,2,586,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
569,Middle,88700,2,2693,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
570,Old,54700,0,1404,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
571,Middle,68900,2,2784,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
572,Young,22200,2,275,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
573,Middle,70900,1,794,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
574,Middle,55900,0,964,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
575,Middle,80800,1,1598,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
576,Middle,100600,3,2838,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
577,Old,39900,0,619,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
578,Young,71200,3,392,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
579,Old,61000,0,1850,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
580,Old,38700,0,1506,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
581,Middle,98900,0,3126,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
582,Middle,64300,0,1325,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0
583,Middle,75600,0,1541,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
584,Young,53700,0,2491,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
585,Middle,66600,0,1177,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
586,Old,89000,0,1487,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
587,Young,18200,2,322,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
588,Young,73600,1,647,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
589,Middle,45600,0,1322,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
590,Young,73000,0,1534,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
591,Young,29600,3,583,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
592,Middle,92900,1,1705,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
593,Old,13900,0,191,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
594,Young,64300,3,239,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
595,Middle,77100,2,568,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
596,Young,27500,3,571,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
597,Old,81800,0,919,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
598,Old,41700,0,1398,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
599,Old,51000,0,1025,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
600,Middle,55900,1,909,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
601,Young,19800,2,209,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
602,Young,17600,0,245,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
603,Middle,84100,1,2362,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
604,Middle,85600,0,3380,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
605,Young,13400,0,424,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
606,Young,47200,1,1272,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
607,Middle,96300,1,1909,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
608,Middle,60500,3,340,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
609,Middle,35800,1,1355,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
610,Middle,106100,3,472,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
611,Young,18000,0,303,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
612,Middle,50000,1,1079,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
613,Old,58200,0,981,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
614,Young,13500,2,160,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
615,Middle,59900,1,613,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
616,Young,18400,1,662,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
617,Middle,62800,3,177,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
618,Middle,70000,0,785,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
619,Young,13600,1,349,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
620,Middle,97400,3,213,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
621,Old,37500,0,1578,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
622,Old,22800,0,258,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
623,Young,14200,0,192,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
624,Young,18700,0,289,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
625,Middle,107400,1,1821,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
626,Young,28900,0,905,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
627,Middle,38400,2,188,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
628,Middle,54200,0,1405,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
629,Old,102700,0,2381,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
630,Young,13300,1,184,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
631,Middle,60200,3,1364,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
632,Young,21400,0,414,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
633,Young,21700,2,387,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
634,Young,23200,1,504,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
635,Middle,64800,2,574,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
636,Middle,55600,0,984,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
637,Middle,89500,0,5209,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
638,Young,12500,1,422,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
639,Middle,87000,0,1594,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
640,Middle,31200,3,1087,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
641,Young,13700,1,163,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
642,Middle,55500,3,427,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
